epoch, batch, loss, loss_f, loss_e, f_rmse, f_mae, e_mae
   14,    11,           1.9641,         0.019266,         0.037562,           2.8658,           2.2151,                4
   14,    12,           3.0853,         0.030745,          0.01074,           3.6203,           2.6132,           2.1406
   14,    13,           2.8285,         0.028083,         0.020197,             3.46,           2.5014,           2.9375
   14,    14,           1.3107,         0.012997,         0.011017,           2.3538,           1.7797,           2.1719
   14,    15,           3.7474,          0.03735,         0.012373,           3.9902,            3.315,           2.2969
   14,    16,           3.2617,         0.032612,       0.00050693,           3.7285,           2.9047,          0.46875
   14,    17,           3.4557,         0.034557,       3.8973e-05,           3.8381,           2.9275,            0.125
   14,    18,           3.3834,         0.033558,          0.02765,           3.7822,           3.0207,           3.4375
   14,    19,           3.4375,         0.032615,          0.17597,           3.7287,           2.7835,           8.6562
   14,    20,           3.1975,         0.028399,          0.35759,           3.4794,           2.5646,           12.344
   14,    21,           5.5708,         0.054232,          0.14755,           4.8081,            3.441,           7.9375
   14,    22,           5.9445,         0.059338,         0.010721,           5.0294,           3.8602,           2.1406
   14,    23,           3.8138,         0.036698,          0.14394,           3.9552,           2.6639,           7.8281
   14,    24,           3.1377,         0.026707,          0.46695,           3.3741,           2.8482,           14.109
   14,    25,           4.6221,         0.041792,          0.44288,           4.2208,           3.6198,           13.734
   15,     1,            1.994,         0.018726,           0.1214,           2.8253,           2.3951,           7.1875
   15,     2,           3.6631,         0.036496,         0.013487,           3.9443,           3.1806,           2.3906
   15,     3,           4.3873,          0.04372,         0.015334,           4.3171,           3.5877,           2.5625
   15,     4,           2.4626,         0.023615,          0.10116,           3.1728,           2.4694,           6.5625
   15,     5,            3.658,         0.035552,          0.10274,            3.893,           2.9915,            6.625
   15,     6,           5.9857,          0.05941,         0.044674,           5.0324,           3.8995,           4.3594
   15,     7,           4.0083,         0.040044,        0.0039006,           4.1316,           3.3425,           1.2969
   15,     8,           4.8044,         0.047964,        0.0079395,           4.5218,           3.5981,           1.8438
   15,     9,           5.8842,         0.058842,       5.8397e-05,           5.0083,           3.4275,          0.15625
   15,    10,           3.2893,         0.032862,        0.0031657,           3.7428,           3.0145,           1.1562
   15,    11,           2.1414,         0.021269,         0.014483,           3.0111,           2.1087,           2.4844
   15,    12,           10.625,          0.10625,       0.00014387,           6.7299,           5.4675,             0.25
   15,    13,           3.7394,         0.037277,         0.011667,           3.9863,           3.1781,           2.2344
   15,    14,           4.1518,         0.041474,        0.0044149,           4.2047,           3.5486,            1.375
   15,    15,           4.6159,          0.04615,       0.00084482,           4.4354,           3.2445,          0.59375
   15,    16,           5.1968,         0.051941,        0.0026901,           4.7055,           3.5093,           1.0781
   15,    17,           6.0449,         0.060197,         0.025198,           5.0657,           3.8745,           3.2812
   15,    18,           2.5743,         0.025727,        0.0015979,           3.3117,           2.6891,          0.82812
   15,    19,           1.1288,         0.010976,         0.031159,           2.1631,            1.741,           3.6406
   15,    20,           3.9054,         0.037974,          0.10803,           4.0234,           3.3806,           6.7812
   15,    21,           1.8965,         0.018069,         0.089642,           2.7753,           2.2043,           6.1875
   15,    22,            1.831,         0.017388,         0.092205,           2.7226,           2.0239,           6.2656
   15,    23,           3.4494,         0.034114,         0.037973,           3.8134,           2.7092,           4.0156
   15,    24,            3.014,         0.030135,       0.00054933,           3.5841,           3.0298,          0.48438
   15,    25,             3.26,         0.032266,         0.033408,           3.7087,           2.8476,           3.7812
   16,     1,           2.8449,         0.027183,          0.12659,           3.4041,             2.72,           7.3438
   16,     2,           2.4611,         0.022284,          0.23263,           3.0821,           2.2234,           9.9531
   16,     3,           1.5658,         0.013918,          0.17401,           2.4358,            1.891,           8.6094
   16,     4,           1.8166,         0.017247,         0.091921,           2.7114,           1.9389,           6.2656
   16,     5,           3.2683,          0.03268,       0.00035231,           3.7324,           2.8411,          0.39062
   16,     6,           3.0848,          0.03069,         0.015757,            3.617,           2.9898,           2.5938
   16,     7,            3.106,         0.029517,          0.15426,           3.5472,            2.922,           8.1094
   16,     8,           2.4982,          0.02397,          0.10121,           3.1966,           2.7082,           6.5625
   16,     9,           2.2655,         0.022273,         0.038218,           3.0813,           2.1229,           4.0312
   16,    10,           1.7387,         0.017235,         0.015268,           2.7105,           2.2829,           2.5469
   16,    11,           2.5827,         0.025805,        0.0022188,           3.3167,            2.638,          0.96875
   16,    12,           3.0304,         0.030167,         0.013632,           3.5861,           2.8531,           2.4062
   16,    13,           2.9093,         0.028794,         0.029929,           3.5035,           2.5317,           3.5781
   16,    14,           1.8583,         0.018244,         0.033805,           2.7888,           2.3207,           3.7969
   16,    15,           1.5781,         0.015772,       0.00084096,           2.5929,           2.0218,          0.59375
   16,    16,           1.2513,         0.012502,        0.0010472,           2.3086,           1.7955,          0.67188
   16,    17,           2.3242,         0.023227,        0.0014244,           3.1467,           2.7329,          0.78125
   16,    18,           1.7477,         0.017399,        0.0078069,           2.7234,            2.041,           1.8281
   16,    19,           4.6265,         0.045973,         0.029202,           4.4269,           3.2263,           3.5312
   16,    20,           3.2073,         0.031441,         0.063201,           3.6609,           2.8895,           5.1875
   16,    21,           6.1587,         0.059202,          0.23849,           5.0236,            4.161,           10.078
   16,    22,           3.7524,         0.036346,          0.11775,           3.9362,             3.27,           7.0781
   16,    23,           2.4539,         0.024194,         0.034559,           3.2114,           2.4526,           3.8438
   16,    24,           1.3698,          0.01361,        0.0087882,           2.4087,           2.0248,           1.9375
   16,    25,           2.4808,         0.024631,         0.017677,           3.2403,           2.3014,             2.75
   17,     1,           2.5702,         0.025297,         0.040503,           3.2839,           2.4022,           4.1562
   17,     2,           1.2816,         0.012666,         0.014996,           2.3236,           1.8333,           2.5312
   17,     3,           2.8907,         0.028767,         0.014023,           3.5018,           2.9096,           2.4375
   17,     4,          0.99514,         0.009627,          0.03244,           2.0258,            1.542,           3.7188
   17,     5,           1.4586,         0.014456,         0.013017,           2.4824,           1.9442,           2.3594
   17,     6,            1.402,         0.013802,         0.021814,           2.4256,           2.0388,           3.0469
   17,     7,           2.4887,         0.024666,         0.022122,           3.2426,            2.296,           3.0781
   17,     8,           1.7424,         0.017176,         0.024763,           2.7059,           2.0888,             3.25
   17,     9,           2.2037,         0.022035,       0.00026185,           3.0648,           2.4355,          0.32812
   17,    10,           1.2386,         0.012278,         0.010808,           2.2878,           1.7377,           2.1406
   17,    11,           1.5618,         0.015066,         0.055151,           2.5343,            1.988,           4.8438
   17,    12,            1.092,         0.010424,         0.049534,            2.108,           1.6197,           4.5938
   17,    13,           1.9134,         0.018957,         0.017709,           2.8427,           1.8993,             2.75
   17,    14,           1.7872,         0.017828,        0.0044025,           2.7568,           2.0882,            1.375
   17,    15,            1.391,         0.013899,        0.0010873,           2.4341,           1.9489,           0.6875
   17,    16,           1.2598,         0.012568,        0.0029568,           2.3147,            1.944,            1.125
   17,    17,           3.3301,         0.033298,        0.0003529,           3.7675,           3.1171,          0.39062
   17,    18,           1.6855,         0.016822,        0.0032683,           2.6779,           1.9996,           1.1875
   17,    19,           2.7295,         0.027195,        0.0099995,           3.4048,            2.752,           2.0625
   17,    20,           2.6372,         0.026357,        0.0015103,           3.3519,           2.4734,          0.79688
   17,    21,           2.5306,         0.025296,        0.0010075,           3.2838,           2.4621,          0.65625
   17,    22,           4.3458,         0.043264,         0.019375,           4.2945,           3.1512,            2.875
   17,    23,           2.6559,         0.026498,        0.0061516,           3.3609,           2.5389,            1.625
   17,    24,           2.3205,         0.022916,         0.028829,           3.1255,           2.4245,              3.5
   17,    25,           5.0719,         0.050417,         0.030194,           4.6359,           3.8905,           3.5938
   18,     1,          0.70336,        0.0069361,        0.0097501,           1.7195,           1.3626,           2.0312
   18,     2,           2.2663,         0.022594,        0.0068894,           3.1035,            2.192,           1.7188
   18,     3,           1.5682,         0.015486,         0.019561,           2.5693,            2.173,           2.8906
   18,     4,           2.7453,         0.027156,         0.029756,           3.4024,           2.7295,           3.5625
   18,     5,           2.1306,          0.02072,         0.058583,            2.972,            2.047,                5
   18,     6,           3.8619,         0.038618,       8.5419e-05,           4.0573,           2.8876,           0.1875
   18,     7,           2.9368,         0.029351,        0.0017526,           3.5372,           2.5858,          0.85938
   18,     8,           2.3244,         0.022589,         0.065518,           3.1031,           2.2352,           5.2812
   18,     9,           2.0329,         0.019752,         0.057705,           2.9017,           2.3074,           4.9531
   18,    10,           2.7548,         0.026904,         0.064403,           3.3865,           2.6968,           5.2344
   18,    11,           1.9849,         0.019849,       6.3059e-06,           2.9088,           2.3158,         0.046875
   18,    12,           1.5215,         0.014704,         0.051059,           2.5036,           2.0415,           4.6719
   18,    13,           2.7992,         0.027446,         0.054604,           3.4205,           2.3968,           4.8281
   18,    14,           3.7389,         0.037013,         0.037521,           3.9722,           3.3733,                4
   18,    15,           1.4301,         0.014137,         0.016359,           2.4549,           2.0634,           2.6406
   18,    16,          0.96979,         0.009651,        0.0046939,           2.0283,           1.5714,           1.4219
   18,    17,           2.1091,         0.020949,         0.014194,           2.9883,           2.3887,           2.4531
   18,    18,           2.0953,         0.020776,          0.01765,            2.976,           2.3961,             2.75
   18,    19,           1.0972,         0.010748,         0.022449,           2.1405,           1.6336,           3.0938
   18,    20,           5.0366,         0.049727,         0.063889,           4.6041,           3.9531,           5.2188
   18,    21,           1.3686,         0.013671,         0.001429,           2.4141,           1.8774,          0.78125
   18,    22,           1.4254,         0.014233,        0.0021043,           2.4632,            1.976,          0.95312
   18,    23,           1.4318,         0.014129,         0.018922,           2.4541,           2.0425,           2.8438
   18,    24,           1.7138,         0.016633,         0.050591,           2.6627,           1.9894,           4.6406
   18,    25,           1.5139,         0.014222,         0.091789,           2.4622,           2.0484,             6.25
   19,     1,           1.5221,         0.014677,         0.054415,           2.5013,           2.0196,           4.8125
   19,     2,            1.275,         0.012462,         0.028727,           2.3049,            1.558,              3.5
   19,     3,           1.9775,          0.01977,       0.00052154,            2.903,           2.0871,          0.46875
   19,     4,           3.9382,         0.039119,         0.026262,           4.0836,           3.0454,           3.3438
   19,     5,           2.6904,         0.026493,         0.041033,           3.3606,           2.6975,           4.1875
   19,     6,           2.2142,         0.021207,         0.093426,           3.0067,            2.178,           6.3125
   19,     7,           1.2714,         0.012124,          0.05899,           2.2734,           1.6042,           5.0156
   19,     8,           1.0729,         0.010047,          0.06818,           2.0695,           1.5523,           5.3906
   19,     9,           1.4677,         0.014533,         0.014371,            2.489,           1.8418,           2.4688
   19,    10,           2.2777,         0.022633,         0.014433,           3.1061,           2.3106,           2.4844
   19,    11,           2.6043,         0.025964,        0.0078934,           3.3269,           2.4574,           1.8281
   19,    12,          0.79323,        0.0078917,        0.0040566,           1.8341,           1.4493,           1.3125
   19,    13,           2.4502,         0.023992,         0.051015,            3.198,           2.6781,           4.6562
   19,    14,           2.1796,         0.021747,        0.0048303,           3.0447,           2.2767,           1.4375
   19,    15,           4.6536,         0.046495,        0.0041236,            4.452,            3.842,           1.3281
   19,    16,           3.3496,         0.032186,          0.13099,           3.7041,           3.1298,           7.4688
   19,    17,           1.5964,         0.014299,          0.16643,           2.4689,           1.9834,           8.4219
   19,    18,           1.1987,          0.01037,          0.16167,           2.1025,           1.5824,           8.2969
   19,    19,          0.95233,        0.0090354,         0.048782,           1.9626,           1.5629,           4.5625
   19,    20,           2.0689,         0.020668,        0.0021258,           2.9682,           2.3304,          0.95312
   19,    21,            1.533,         0.015036,         0.029392,           2.5318,           2.0171,           3.5469
   19,    22,           1.4665,         0.014413,         0.025127,           2.4787,           1.9809,           3.2656
   19,    23,            1.552,           0.0155,        0.0020228,           2.5705,           2.1149,          0.92188
   19,    24,           1.3409,         0.013406,       0.00033945,           2.3906,           1.9533,            0.375
   19,    25,           2.0155,         0.020097,        0.0058279,           2.9269,           2.3033,           1.5781
   20,     1,             2.21,          0.02171,          0.03898,           3.0421,           2.4172,           4.0781
   20,     2,           1.6257,         0.016254,        0.0003549,           2.6322,           1.8285,          0.39062
   20,     3,           2.1309,         0.021306,        0.0002826,           3.0137,           2.2579,          0.34375
   20,     4,            1.466,         0.014492,         0.016821,           2.4854,           1.8146,           2.6719
   20,     5,            1.339,         0.013167,         0.022302,           2.3691,           2.0238,           3.0781
   20,     6,          0.96448,        0.0094907,         0.015405,           2.0114,           1.6031,           2.5625
   20,     7,           1.9438,         0.019405,         0.003288,           2.8761,            1.956,           1.1875
   20,     8,           1.2332,         0.012332,       5.5005e-05,           2.2928,           1.9083,          0.15625
   20,     9,            1.419,         0.014172,        0.0018469,           2.4579,           2.0236,          0.89062
   20,    10,           1.8768,         0.018628,         0.013969,            2.818,           2.2237,           2.4375
   20,    11,           1.3575,         0.013566,       0.00094039,           2.4048,           1.8929,          0.64062
   20,    12,           1.1625,         0.011611,        0.0014526,           2.2247,           1.8295,          0.78125
   20,    13,           4.0273,          0.04016,         0.011335,           4.1375,           3.0681,           2.2031
   20,    14,          0.84644,        0.0084564,       0.00079197,           1.8986,            1.411,          0.57812
   20,    15,           3.2852,         0.032852,       4.4885e-05,           3.7422,           2.8814,          0.14062
   20,    16,           1.9424,         0.019423,       4.2206e-05,           2.8775,           2.2136,          0.14062
   20,    17,           1.2602,         0.012439,          0.01627,           2.3027,            1.876,           2.6406
   20,    18,           2.4651,         0.024444,          0.02071,            3.228,           2.3466,           2.9688
   20,    19,           1.5844,         0.015844,        2.982e-05,           2.5988,           1.9278,          0.10938
   20,    20,          0.65878,        0.0062929,         0.029494,           1.6378,           1.3166,           3.5469
   20,    21,           2.5055,         0.023724,          0.13312,           3.1801,           2.4858,           7.5312
   20,    22,            1.984,          0.01926,          0.05806,           2.8653,           2.1598,           4.9688
   20,    23,           4.9386,         0.049243,         0.014204,           4.5817,           4.0785,           2.4531
   20,    24,           2.3961,         0.023698,         0.026287,           3.1784,           2.2893,           3.3438
   20,    25,           2.7201,         0.026138,          0.10628,            3.338,           2.5983,           6.7344
   21,     1,            3.887,         0.038434,         0.043594,           4.0477,           3.0192,           4.3125
   21,     2,           1.2412,         0.011995,         0.041701,           2.2613,            1.587,           4.2188
   21,     3,           1.3346,         0.013343,       0.00035179,           2.3849,           1.8975,          0.39062
   21,     4,           2.3243,         0.023073,          0.01704,           3.1362,           2.4943,           2.6875
   21,     5,           3.6502,         0.036149,         0.035237,           3.9255,           3.2362,            3.875
   21,     6,           1.9154,         0.018955,         0.019932,           2.8426,           2.2457,           2.9219
   21,     7,           2.8729,         0.028723,       0.00057894,           3.4992,           2.9321,              0.5
   21,     8,           1.2121,         0.011878,         0.024345,           2.2502,           1.7211,           3.2188
   21,     9,           1.8403,          0.01819,         0.021259,           2.7846,           2.3098,           3.0156
   21,    10,           2.7293,         0.027233,        0.0059627,           3.4072,           2.8185,           1.5938
   21,    11,           2.2796,         0.022579,         0.021707,           3.1024,           2.5472,           3.0469
   21,    12,           3.5732,         0.035636,        0.0096152,           3.8975,           3.1396,           2.0312
   21,    13,          0.85619,        0.0085489,        0.0012964,            1.909,           1.5581,             0.75
   21,    14,           5.0635,         0.048723,           0.1912,           4.5574,           3.9981,           9.0312
   21,    15,           2.1052,         0.019027,          0.20254,            2.848,           2.4859,           9.2969
   21,    16,           1.5387,         0.013598,          0.17889,           2.4076,           1.8938,           8.7344
   21,    17,           1.8802,         0.018665,         0.013722,           2.8207,           2.0567,           2.4219
   21,    18,           2.1786,         0.021567,         0.021919,           3.0321,           2.2727,           3.0625
   21,    19,           1.0757,        0.0097475,          0.10095,           2.0384,            1.625,           6.5625
   21,    20,           1.2135,         0.011056,          0.10792,           2.1709,           1.8047,           6.7812
   21,    21,           2.1318,         0.020562,         0.075604,           2.9606,           2.1235,           5.6719
   21,    22,            1.819,         0.018127,        0.0062931,           2.7798,           2.2274,           1.6406
   21,    23,           1.9867,         0.019864,       0.00028687,           2.9099,           2.1426,          0.34375
   21,    24,           1.5646,         0.015613,        0.0032519,           2.5799,           2.1494,           1.1719
   21,    25,           2.3912,          0.02383,        0.0082107,           3.1872,           2.6074,            1.875
   22,     1,           2.1126,          0.02112,       0.00060761,           3.0005,           2.2769,          0.51562
   22,     2,           1.8112,         0.017923,         0.018889,           2.7641,           2.2122,           2.8438
   22,     3,           2.3053,         0.022985,        0.0068199,           3.1302,           2.3202,           1.7031
   22,     4,           1.4657,         0.014457,         0.019963,           2.4825,           1.9519,           2.9219
   22,     5,           3.3614,         0.032469,          0.11448,           3.7203,           3.1088,           6.9844
   22,     6,           1.2537,         0.011801,         0.073565,           2.2429,            1.785,           5.5938
   22,     7,           4.6701,         0.046692,       0.00089155,           4.4614,           3.7513,          0.60938
   22,     8,           1.3012,         0.012568,          0.04437,           2.3146,           1.7193,           4.3438
   22,     9,           1.3075,         0.011748,          0.13273,           2.2378,           1.6823,           7.5156
   22,    10,           1.0641,        0.0093069,          0.13345,           1.9918,           1.6477,           7.5469
   22,    11,           2.1805,         0.020816,         0.098928,           2.9788,           2.3264,              6.5
   22,    12,           1.5659,         0.015531,         0.012797,           2.5731,           2.2813,           2.3281
   22,    13,           1.5624,          0.01561,         0.001428,           2.5796,           2.0526,          0.78125
   22,    14,            1.398,         0.013744,         0.023585,           2.4205,           1.9879,           3.1719
   22,    15,           3.8385,         0.038359,        0.0026607,           4.0437,           3.0825,           1.0625
   22,    16,           1.3043,         0.013042,       0.00017977,           2.3578,           1.8059,          0.28125
   22,    17,           1.2354,           0.0123,        0.0053583,           2.2898,           1.9167,           1.5156
   22,    18,           2.2912,         0.022644,         0.026771,           3.1069,           2.3773,            3.375
   22,    19,           2.0384,         0.020383,       0.00014645,           2.9477,           2.3891,             0.25
   22,    20,           2.3186,         0.022972,          0.02145,           3.1293,            2.325,           3.0312
   22,    21,           2.3287,         0.023025,         0.026181,           3.1329,           2.5881,           3.3438
   22,    22,          0.95053,        0.0091359,         0.036945,           1.9734,             1.44,           3.9688
   22,    23,           2.3477,         0.023349,         0.012783,           3.1549,           2.3765,           2.3281
   22,    24,           1.0243,         0.010189,        0.0054623,           2.0841,           1.5926,           1.5312
   22,    25,           2.6236,          0.02623,       0.00058807,           3.3438,           2.7671,              0.5
   23,     1,          0.63941,        0.0062838,         0.011027,           1.6367,           1.2236,           2.1719
   23,     2,           1.9381,         0.019366,        0.0015189,           2.8732,           2.2677,          0.79688
   23,     3,           3.7059,         0.036886,          0.01728,           3.9653,           3.0292,           2.7188
   23,     4,           2.1481,         0.021053,         0.042849,           2.9957,            2.417,           4.2812
   23,     5,          0.85565,        0.0081664,         0.039011,           1.8658,           1.5452,           4.0781
   23,     6,           1.2392,         0.012244,         0.014805,           2.2846,           1.8497,           2.5156
   23,     7,           1.7389,         0.017383,       0.00062184,           2.7221,           2.1607,          0.51562
   23,     8,           1.6372,         0.015944,         0.042786,            2.607,           2.1533,           4.2656
   23,     9,           2.3439,         0.023343,        0.0095437,           3.1545,           2.4981,           2.0156
   23,    10,          0.85878,        0.0085203,        0.0067513,           1.9058,           1.5105,           1.7031
   23,    11,            2.213,          0.02199,         0.014025,           3.0617,            2.428,           2.4375
   23,    12,           1.3426,         0.013194,         0.023126,           2.3716,           1.7713,           3.1406
   23,    13,           1.4097,          0.01404,        0.0057047,           2.4464,           2.0492,           1.5625
   23,    14,           2.9473,         0.029446,        0.0027849,           3.5429,            2.968,           1.0938
   23,    15,            2.419,         0.024084,         0.010616,           3.2041,           2.4165,            2.125
   23,    16,           1.4403,         0.014191,         0.021198,           2.4596,           1.7784,                3
   23,    17,           1.0054,        0.0099733,        0.0081148,           2.0619,           1.5364,           1.8594
   23,    18,           2.0902,         0.020309,         0.059315,           2.9423,           2.1743,           5.0312
   23,    19,          0.89257,        0.0086864,          0.02393,           1.9243,           1.4881,           3.1875
   23,    20,           1.1221,         0.011211,       0.00099029,           2.1861,           1.7535,          0.65625
   23,    21,           1.9796,         0.019788,        0.0008165,           2.9044,           2.2562,          0.59375
   23,    22,           4.5986,         0.045935,        0.0050451,           4.4251,           3.8683,           1.4688
   23,    23,          0.99941,        0.0099548,        0.0039249,             2.06,           1.5996,           1.2969
   23,    24,           1.5031,          0.01503,       2.2942e-05,           2.5312,           1.9494,          0.09375
   23,    25,           1.1421,         0.011392,         0.002845,           2.2037,           1.6557,           1.0938
   24,     1,          0.90579,        0.0089998,        0.0058094,           1.9587,           1.4619,           1.5781
   24,     2,           1.9343,         0.019047,         0.029576,           2.8494,           2.0917,           3.5469
   24,     3,           1.2512,         0.011513,         0.099916,           2.2153,           1.7079,           6.5312
   24,     4,           1.2497,         0.012103,         0.039366,           2.2714,           1.7384,           4.0938
   24,     5,           4.2694,         0.042644,        0.0050044,           4.2636,           3.6249,           1.4531
   24,     6,           2.2423,         0.022016,         0.040765,           3.0635,            2.214,           4.1719
   24,     7,           1.8518,         0.017777,         0.074134,           2.7528,           2.1836,            5.625
   24,     8,           3.5462,         0.034983,         0.047874,           3.8617,           3.0325,           4.5156
   24,     9,           2.1524,         0.021483,        0.0041306,           3.0262,           2.4761,           1.3281
   24,    10,          0.95692,        0.0093327,         0.023646,           1.9946,           1.5726,           3.1719
   24,    11,           1.5966,         0.015416,         0.055006,           2.5635,           2.1087,           4.8438
   24,    12,           2.0949,         0.020603,         0.034582,           2.9636,           2.2961,           3.8438
   24,    13,           1.8484,         0.018483,       0.00011581,           2.8069,           2.2966,          0.21875
   24,    14,          0.60231,        0.0059975,        0.0025572,           1.5989,           1.1677,           1.0469
   24,    15,           1.5666,         0.015338,         0.032808,            2.557,           1.9752,           3.7344
   24,    16,          0.96353,        0.0093476,         0.028768,           1.9962,           1.5353,              3.5
   24,    17,            1.735,         0.017052,           0.0298,           2.6961,           2.1573,           3.5625
   24,    18,           2.2403,         0.022248,         0.015463,           3.0796,           2.5732,           2.5625
   24,    19,           1.8107,         0.017967,         0.013977,           2.7675,           2.1397,           2.4375
   24,    20,           1.5728,         0.015708,         0.002046,           2.5877,           2.0068,           0.9375
   24,    21,          0.96742,        0.0096263,        0.0047902,           2.0257,           1.5814,           1.4219
   24,    22,           3.4062,         0.034056,       0.00060072,           3.8102,           2.8666,              0.5
   24,    23,          0.99952,        0.0096948,         0.030037,           2.0329,           1.6211,           3.5781
   24,    24,           1.5475,          0.01503,         0.044561,           2.5312,           2.1927,           4.3594
   24,    25,           1.2038,         0.011573,         0.046486,           2.2211,           1.7044,           4.4531
   25,     1,           2.1795,         0.021733,        0.0061923,           3.0438,           2.3072,            1.625
   25,     2,          0.96513,        0.0096461,       0.00051868,           2.0278,           1.6144,          0.46875
   25,     3,           2.3976,          0.02326,         0.071597,           3.1489,           2.5348,           5.5312
   25,     4,           1.8299,         0.017724,         0.057444,           2.7487,           2.1305,           4.9531
   25,     5,           1.3238,         0.012904,         0.033399,           2.3454,            1.881,           3.7656
   25,     6,           2.7802,         0.027764,        0.0038391,           3.4402,           2.8112,           1.2812
   25,     7,           4.1087,         0.041082,       0.00053724,           4.1848,           3.5689,          0.48438
   25,     8,            1.443,         0.014108,         0.032191,           2.4524,           1.8683,           3.7031
   25,     9,           2.8363,         0.027879,         0.048363,           3.4474,           2.7552,           4.5469
   25,    10,           1.9961,         0.019575,         0.038635,           2.8887,           2.1196,           4.0625
   25,    11,            1.331,          0.01284,         0.047036,           2.3395,           1.9308,           4.4844
   25,    12,           1.7533,         0.017507,        0.0026291,           2.7318,            2.135,           1.0625
   25,    13,           2.5286,          0.02525,        0.0035708,           3.2808,           2.7448,           1.2344
   25,    14,           1.1017,         0.010965,        0.0051328,            2.162,           1.5156,           1.4844
   25,    15,           3.5325,         0.035288,        0.0037409,           3.8785,           3.0212,           1.2656
   25,    16,           2.5641,         0.025629,        0.0011718,           3.3053,           2.6809,          0.70312
   25,    17,           1.2487,         0.012056,         0.043017,            2.267,           1.6783,           4.2812
   25,    18,           2.1299,         0.019425,          0.18741,           2.8776,           2.1401,           8.9375
   25,    19,          0.94483,         0.008199,          0.12493,           1.8695,           1.5221,           7.2969
   25,    20,           1.0412,        0.0099958,         0.041617,           2.0642,           1.7377,           4.2188
   25,    21,           1.0161,         0.010146,        0.0015594,           2.0796,            1.775,           0.8125
   25,    22,           1.8478,          0.01843,        0.0048391,           2.8029,           2.1363,           1.4375
   25,    23,          0.83164,        0.0082038,         0.011262,           1.8701,           1.4875,           2.1875
   25,    24,           2.1169,         0.021033,         0.013547,           2.9944,           2.4534,           2.4062
   25,    25,           1.5857,         0.015626,         0.023066,           2.5809,           1.8909,           3.1406
